MSSubClass,MSZoning,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,SalePrice
20,RL,8450,6,1968,1968,882,
20,RL,8638,6,1963,1963,925,
20,RL,13052,6,1965,1965,1024,
20,RL,8020,6,1964,1964,912,
20,RL,8789,6,1967,1967,912,
80,RL,14330,4,1974,1974,1748,
60,RL,11025,5,1992,1993,1334,
120,FV,3628,5,2004,2004,1143,
160,FV,2544,5,2005,2005,600,
160,FV,2998,5,2000,2000,756,
160,FV,4447,5,2003,2003,530,
60,FV,8314,5,1997,1998,569,
20,FV,7180,5,2001,2002,1568,
190,RL,13110,6,1972,1972,1153,
20,RL,10140,6,1967,1967,1334,
20,RL,9600,5,1968,1968,1051,
60,RL,8640,5,1968,1968,900,
20,RL,9360,7,1968,2004,976,
85,RL,8400,6,1968,1968,833,
20,RL,9759,5,1966,1966,1051,
80,RL,9600,7,1967,1967,1141,
190,RL,8800,7,1965,2000,1187,
20,RL,10368,6,1964,1964,1008,
60,RL,9350,6,1964,1964,720,
20,RL,10800,7,1960,1960,1248,
30,RL,8550,8,1934,1950,816,
20,RL,9724,7,1947,1950,938,
20,RL,9600,6,1961,1990,1251,
20,RL,10858,6,1952,1952,1444,
20,RL,9600,5,1951,1951,1056,
60,RL,9462,6,1949,1973,704,
20,RL,9888,6,1954,1975,936,
90,RL,8917,5,1967,1967,1584,
80,RL,12700,5,1964,1964,1246,
20,RL,9723,7,1963,1963,1008,
20,RL,8400,5,1957,1957,1179,
20,RL,9610,6,1958,1958,1121,
80,RL,10000,6,1956,1956,1058,
20,RL,10152,6,1956,1994,1124,
20,RL,8092,8,1954,2000,1050,
20,RL,12778,6,1952,2003,1008,
20,RL,10170,6,1951,1951,216,
80,RL,7700,7,1956,1956,301,
20,RL,11050,5,1956,1956,1005,
20,RL,13600,6,1955,1955,1056,
20,RL,15428,6,1951,1991,884,
30,RL,21299,5,1941,1963,929,
20,RL,13300,5,1956,2001,1015,
190,RL,22136,5,1925,1975,2171,
50,RL,7500,6,1947,1950,784,
30,RL,10410,8,1930,2001,713,
30,RL,10914,3,1929,1950,715,
50,RL,7008,8,1900,1998,448,
70,RL,7200,8,1915,1950,663,
50,RL,10818,4,1910,1950,1077,
80,RL,10184,5,1963,1963,1083,
20,RL,9510,5,1962,1985,1135,
20,RL,10800,6,1961,1992,1313,
20,RL,11650,5,1959,1959,0,
60,RL,18275,8,1962,1998,1438,
50,RL,12144,6,1950,1950,910,
90,RL,8544,4,1950,1950,0,
90,RL,8512,5,1960,1960,1556,
20,RL,7000,4,1961,1961,1150,
20,RL,7400,6,1962,1962,1045,
20,RL,7000,6,1962,1962,864,
190,RL,7000,5,1962,1962,1025,
70,RM,9856,8,1900,2005,716,
50,RM,9600,6,1948,1950,1212,
50,RM,5520,6,1920,1980,1147,
50,RM,9600,8,1900,2004,780,
70,RM,6451,7,1900,1970,712,
70,RM,3960,8,1930,1950,502,
190,RM,7745,6,1900,1950,938,
30,RM,7741,5,1924,1950,1032,
30,RM,5633,7,1925,1950,844,
20,RM,7200,5,1950,1950,576,
70,RM,7614,5,1905,1950,738,
190,RM,6000,7,1955,1955,960,
50,RM,6000,7,1924,1950,816,
30,RM,7830,5,1921,1950,492,
50,RM,9576,7,1945,1950,770,
30,RM,5747,4,1920,1950,798,
75,RM,6300,6,1910,2005,1226,
90,RM,5976,7,1920,1950,624,
20,RM,9750,5,1958,1958,960,
50,C (all),4761,3,1918,1950,1020,
70,RL,11737,7,1924,1996,848,
50,RM,6120,5,1930,1950,728,
50,RM,6120,7,1930,1984,741,
30,RL,11672,5,1925,1950,816,
50,RM,33120,5,1962,1962,1595,
50,RM,10320,5,1924,1950,596,
70,RM,7518,8,1910,2004,396,
30,RM,9000,4,1919,1950,610,
30,RM,7200,6,1930,1950,984,
50,RL,12375,5,1951,1951,806,
90,RL,11136,5,1964,1964,1921,
20,RL,21370,5,1950,1950,0,
30,RL,8250,7,1935,1950,0,
30,RL,5220,3,1936,1950,830,
20,RL,5500,5,2004,2004,1073,
20,RL,11327,6,1967,1967,1064,
80,RL,10366,7,1964,1964,912,
20,RL,9000,6,1966,1966,1059,
20,RL,9535,5,1967,1967,1176,
80,RL,7176,6,1978,1978,960,
90,RL,9662,4,1977,1977,1967,
90,RL,8235,4,1977,1977,1949,
30,RL,17529,5,1924,1950,872,
20,RL,20355,6,1967,1967,1865,
20,RL,13050,6,1963,1963,1000,
85,RL,10820,7,1971,1972,782,
150,RL,1700,5,1980,1981,430,
20,RL,9375,5,1954,1954,967,
50,RL,6488,5,1942,1950,799,
70,RL,19950,7,1928,1950,672,
75,RL,19800,8,1935,1990,1836,
80,RL,11679,5,1962,1962,1776,
20,RL,12048,6,1952,2002,0,
20,RL,10519,8,1955,1999,1057,
50,RL,9525,5,1953,1953,1000,
60,RL,12128,4,1989,1989,868,
90,RL,9069,8,1993,1993,1344,
60,RL,11003,5,2005,2006,1308,
20,RL,7488,5,2005,2005,1208,
20,RL,13377,5,2006,2006,1836,
20,RL,11645,5,2005,2006,1570,
60,RL,10984,5,2005,2006,945,
20,RL,9316,5,2005,2005,1614,
60,RL,9316,5,2005,2005,784,
20,RL,12000,5,1968,1968,1388,
20,RL,13015,6,1996,1996,1100,
60,RL,12438,5,1995,1995,781,
20,RL,8685,5,1998,1998,1425,
60,RL,9272,5,1999,1999,842,
60,RL,13426,5,1999,2000,951,
60,RL,8340,6,1977,1977,675,
80,RL,10385,6,1978,1978,995,
20,RL,7200,8,1972,1972,864,
60,RL,9930,5,2002,2002,826,
60,RL,9468,5,1999,1999,840,
20,RL,11088,5,2002,2002,1348,
60,RL,8726,5,2002,2002,872,
60,RL,10566,5,1999,1999,1090,
60,RL,21533,5,1996,1997,1065,
60,RL,11250,5,1998,1998,1054,
60,RL,11250,5,1995,1996,930,
120,RM,4435,5,2003,2003,848,
20,RL,8810,5,2003,2003,1390,
60,RL,8581,5,2006,2006,851,
60,RL,8400,5,2005,2005,784,
20,RL,8772,5,2005,2006,1336,
70,RL,8777,6,1910,2000,676,
90,RL,7840,5,1975,1975,976,
20,RL,16133,4,1969,1969,1176,
60,RL,7162,5,2003,2004,796,
20,RL,8050,5,2002,2002,914,
60,RL,11060,5,2003,2005,1150,
180,RM,3675,5,2005,2006,547,
160,RM,2522,5,2004,2004,970,
50,RL,6956,7,1948,1950,624,
50,RL,7822,3,1915,1950,832,
50,RL,8707,5,1924,1950,1093,
20,RL,16012,4,1954,1968,954,
50,RL,8248,4,1922,1950,864,
30,RL,8088,3,1922,1955,498,
50,RL,11388,7,1910,1993,616,
50,RL,10890,5,1938,1950,1058,
190,RH,6430,6,1945,1950,780,
70,RL,7000,8,1926,1997,624,
70,RL,4899,8,1920,1950,755,
70,RL,9399,8,1919,1950,818,
50,RL,10164,5,1939,1950,992,
50,RL,6191,4,1941,1950,824,
50,RL,21780,5,1920,1950,817,
50,RL,12400,6,1940,1950,901,
50,RL,8170,7,1929,1950,1022,
70,RL,12320,7,1932,1990,637,
70,RL,14210,7,1930,1959,697,
60,RL,15600,7,1950,1963,1168,
30,RM,7288,6,1942,1950,976,
50,RM,7000,7,1926,1950,861,
30,RM,8534,4,1925,1950,432,
30,RM,7030,6,1925,1950,641,
50,RM,9060,5,1957,1957,967,
30,C (all),12366,5,1945,1950,0,
190,C (all),9000,6,1951,1951,660,
50,C (all),8520,5,1916,1950,216,
120,RM,5748,5,2005,2006,1573,
120,RM,3842,5,2004,2005,1594,
20,RL,23580,6,1979,1979,1625,
90,RL,8385,5,1978,1978,1664,
20,RL,9116,5,2001,2001,1491,
80,RL,11080,6,1975,1975,1128,
20,RL,50102,5,1958,1958,1632,
20,RL,8098,5,2000,2000,1381,
20,RL,13618,5,2005,2006,1728,
20,RL,11577,5,2005,2006,1838,
20,,31250,3,1951,1951,0,
90,RM,7020,5,1997,1997,1288,
160,RM,2665,6,1977,1977,264,
20,RL,10172,7,1968,2003,864,
90,RL,11836,5,1970,1970,1652,
180,RM,1470,6,1970,1970,630,
160,RM,1484,4,1972,1972,546,
20,RL,13384,5,1969,1979,1104,
160,RM,1533,5,1970,1970,546,
160,RM,1526,5,1970,1970,546,
160,RM,1936,7,1970,1970,546,
160,RM,1894,5,1970,1970,546,
20,RL,20000,7,1960,1996,1224,
85,RL,10441,5,1992,1992,912,
60,RL,9627,5,1993,1994,996,
